,Unnamed: 0,lemme,freqlemfilms2,nb_lettres,anagramme,def_1,def_2,def_3,def_4,def_5,def_6,def_7,def_8,def_9,def_10,def_11,def_12,def_13,def_14,def_15,def_16,def_17,def_18,def_19,def_20,def_21,def_22,def_23,def_24,def_25,def_26,def_27,def_28,def_29,def_30,def_31,def_32,def_33,def_34,def_35,def_36,def_37,def_38,def_39
9582,9583,emphysémateux,0.0,13,hpyxémmteseua,(Médecine) Qui souffre d’un emphysème des voies respiratoires.,Personne qui souffre d’emphysème.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9583,9584,empierré,0.0,8,imrepreé,Participe passé masculin singulier du verbe empierrer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9584,9585,empoignant,0.0,10,nogianptem,"(Vieilli) Qui empoigne, qui émeut fortement.",Participe présent de empoigner.,"(Héraldique) Se dit d'une main, un gant, un gantelet… tenant un autre meuble.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585,9586,empoussiéré,0.0,11,éesumipéors,Participe passé masculin singulier du verbe empoussiérer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9586,9587,empuanti,0.0,8,ematpinu,Participe passé masculin singulier de empuantir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9587,9588,encadrant,0.0,9,tnranceda,Qui encadre.,Personne chargée de l’encadrement d’un groupe de personnes à une occasion particulière.,Participe présent de encadrer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9588,9589,encalminé,0.0,9,lancmneié,"(Marine) Immobilisé, en parlant d’un voilier, par l’absence de vent ou à l’abri dans un havre.","(Figuré) En parlant d'une personne : à l'arrêt, en attente de.",Participe passé masculin singulier de encalminer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589,9590,encaustiqué,0.0,11,téacuunqeis,Participe passé masculin singulier du verbe encaustiquer.,Qui a été enduit d’encaustique. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590,9591,encoléré,0.0,8,coreélné,Participe passé masculin singulier du verbe encolérer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591,9592,encordé,0.0,7,endréco,Participe passé masculin singulier du verbe encorder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9592,9593,encorné,0.0,7,éeocnrn,Qui a des cornes.,(Art vétérinaire) Qualifie un javart qui vient sous la corne du pied du cheval.,(Argot) (Injurieux) Cocu.,Participe passé masculin singulier du verbe encorner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9593,9594,encroûté,0.0,8,étcûneor,Participe passé masculin singulier du verbe encroûter.,"(Péjoratif) Vieilli, inerte, au point de ne pouvoir ou vouloir changer ou bouger.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9594,9595,endurable,0.0,9,ureeldabn,Qui peut être enduré.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9595,9596,engendreur,0.0,10,ueenrrdgne,Géniteur.,"(Par extension) Personne qui déclenche, qui induit, qui crée, qui produit…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596,9597,engliche,0.0,8,hienlecg,Variante orthographique d’angliche.,Variante orthographique d’angliche.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597,9598,englobant,0.0,9,gbnalntoe,Participe présent du verbe englober.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9598,9599,engourdissant,0.0,13,sdtsirgonaeun,Participe présent du verbe engourdir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9599,9600,enjuivé,0.0,7,néievju,Participe passé masculin singulier du verbe enjuiver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600,9601,enkysté,0.0,7,kséetny,(Médecine) Qui se trouve enfermé dans un kyste.,(Par extension) Qui se trouve enfermé dans un ensemble (Péjoratif).,Participe passé masculin singulier du verbe enkyster.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601,9602,enlaidi,0.0,7,ainedil,Participe passé masculin singulier de enlaidir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9602,9603,enlaçant,0.0,8,eaçntlna,Qui enlace.,Participe présent du verbe enlacer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603,9604,enleve,0.0,6,nveeel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604,9605,ensoutané,0.0,9,euanotsné,Couvert d’une soutane.,Participe passé masculin singulier du verbe ensoutaner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9605,9606,entendant,0.0,9,netatnend,Qui entend depuis la naissance.,Personne qui entend depuis la naissance.,Participe présent de entendre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9606,9607,entreclos,0.0,9,lnroeesct,Participe passé masculin singulier du verbe entreclore.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9607,9608,entrelardé,0.0,10,elrtarnedé,(Cuisine) Qualifie une viande mêlée de gras et de maigre.,Participe passé masculin singulier du verbe entrelarder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9608,9609,estampillé,0.0,10,apételilms,Participe passé masculin singulier du verbe estampiller.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9609,9610,estompé,0.0,7,speotém,Participe passé masculin singulier du verbe estomper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9610,9611,ethnologique,0.0,12,ngteoheqiolu,Relatif à l’ethnologie ; qui appartient à l’ethnologie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9611,9612,eucharistique,0.0,13,chtieaesuruqi,(Religion) Relatif à l’eucharistie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9612,9613,euphonique,0.0,10,hqunpoeeui,(Grammaire) Qui rend la prononciation plus douce et plus coulante.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9613,9614,eurythmique,0.0,11,timhreyqueu,Qui a un rythme régulier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9614,9615,excisé,0.0,6,sceéxi,Participe passé masculin singulier de exciser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9615,9616,excrémentiel,0.0,12,mntxlireeéec,Relatif aux excréments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9616,9617,exerçant,0.0,8,rateçnex,"Qui exerce, qui pratique.",Participe présent de exercer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9617,9618,exhalant,0.0,8,haalxten,Participe présent du verbe exhaler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9618,9619,exogamique,0.0,10,eogqeiuxam,"Relatif à l’exogamie, au mariage en dehors de la famille, clan ou groupe social d’origine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9619,9620,exophtalmique,0.0,13,qelihmeupoxat,Qui se rapporte à l'exophtalmie ou la provoque.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9620,9621,exorable,0.0,8,brxlaeoe,Qui peut être fléchi ou apaisé.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9621,9622,expansé,0.0,7,éneapxs,"Qui a subi une expansion, en parlant des plastiques.","(Par analogie) Qui est formé d'une multitude de petits éléments accolés et séparés par de minces cloisons, utilisé pour ses propriétés caloriques.",Participe passé masculin singulier de expanser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9622,9623,expatrié,0.0,8,tprxeaéi,Qui a quitté sa patrie.,(Par extension) Qui a quitté un lieu où il a de fortes attaches.,"Personne qui est expatriée, qui s’expatrie.",(Par extension) Personne qui quitte un lieu où il a de fortes attaches.,Participe passé masculin singulier de expatrier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9623,9624,expectatif,0.0,10,tifextacpe,"Qui donne droit d’attendre, d’espérer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9624,9625,expiateur,0.0,9,txieraepu,Propre à expier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9625,9626,expirant,0.0,8,etpnarix,"Qui expire, qui est près d’expirer.",(Figuré) Qui va cesser d’être.,Participe présent de expirer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9626,9627,extasiant,0.0,9,xeitsnata,Participe présent du verbe extasier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9627,9628,fabulateur,0.0,10,abrlefuuta,Qui fabule.,(Par substantivation de l’adjectif) Celui qui fabule.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9628,9629,factieux,0.0,8,xftiucea,Qui cherche à provoquer des troubles politiques ou civils.,Personne factieuse.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9629,9630,fadé,0.0,4,afdé,Participe passé masculin singulier du verbe fader.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9630,9631,fantasmagorique,0.0,15,qegioafaurmsnat,Qui tient de la fantasmagorie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9631,9632,fantomal,0.0,8,alnmafot,Qui tient de l’apparition ou qui évoque l’apparition.,Irréel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9632,9633,farfouilleur,0.0,12,iraurullfeof,Celui qui farfouille.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9633,9634,fashionable,0.0,11,nboafieslha,(Vieilli) Qui est élégant ; qui se pique d’être à la mode.,"(Vieilli) (Par substantivation) Personne qui suit la mode, fashionista.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9634,9635,faubourien,0.0,10,ofearuuibn,"Relatif aux faubourgs, ou à la population ouvrière des quartiers excentriques d’une grande ville.","Habitant des faubourgs, membre de la population ouvrière des quartiers excentriques de Paris. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9635,9636,faunesque,0.0,9,fesneauuq,(Littéraire) Ce qui caractérise le faune.,(Littéraire) Qui a les traits caractéristiques du faune.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9636,9637,fendillé,0.0,8,dlfeilné,Qui présente des petites fentes.,Participe passé masculin singulier de fendiller.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9637,9638,fermant,0.0,7,tnamfer,Qui se ferme.,(En particulier) Qui se ferme à clef.,"Sorte de volet qui, en se fermant, recouvre un tableau, un miroir.",Participe présent de fermer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9638,9639,ferraillant,0.0,11,rlinrleataf,Qui fait un bruit de ferraille.,Participe présent du verbe ferrailler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9639,9640,ferrique,0.0,8,uereqifr,(Chimie) Se dit des composés de fer où le fer est trivalent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9640,9641,ferrugineux,0.0,11,ufguxernier,"Qui tient de la nature du fer, ou qui comporte des parties de fer.","(Figuré) Désagréable, métallique, agressif.",(Pharmacologie) Médicament ou aliment dans lequel entre du fer.,(Pédologie) Sol contenant beaucoup de fer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9641,9642,fertilisable,0.0,12,iftlealbires,Que l’on peut fertiliser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9642,9643,fertilisateur,0.0,13,uferatlrsiite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9643,9644,fibrilleux,0.0,10,brfeulxili,Qui se compose de petites fibres.,"Mycologie: se dit du revêtement du chapeau ou du pied de certains champignons, dont la surface est ornée de fibrilles, c'est-à-dire de très fins filaments. Il faut souvent utiliser une loupe pour bien s'en rendre compte.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9644,9645,fibromateux,0.0,11,oftuxabimer,Qui a trait au fibrome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9645,9646,fibré,0.0,5,férbi,Synonyme de fibreux.,Équipé de la fibre optique.,(Mathématiques) Espace topologique composé d’une base et de fibres projetées sur la base.,Participe passé masculin singulier du verbe fibrer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646,9647,fienteux,0.0,8,feuenxti,"Sali par des excréments, des fientes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9647,9648,filasse,0.0,7,aseilsf,"(Textile) Assemblage, amas de filaments tirés de l’écorce du chanvre, de celle du lin, etc.",(Figuré) (Familier) (Coiffure) Qualifie des cheveux qui ressemblent à de la filasse.,Première personne du singulier de l’imparfait du subjonctif du verbe filer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9648,9649,filioque,0.0,8,lfoiiequ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9649,9650,finet,0.0,5,fetni,Qui a de petites finesses.,(Familier) (Rare) Qui a une certaine finesse d’esprit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9650,9651,fitzgéraldien,0.0,13,zlaedrétifign,"(Littérature) Relatif à F. Scott Fitzgerald, son œuvre.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9651,9652,fixateur,0.0,8,reaiftxu,(Didactique) Qui fixe.,(Cosmétologie) Matière associée à un parfum pour rendre celui-ci aussi peu volatil que possible.,(Photographie) Solution chimique utilisée en photographie argentique pour faire perdre sa photosensibilité à un film ou à un papier photographique.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9652,9653,fiérot,0.0,6,iftoré,"(Familier) Qui est satisfait de soi-même, qui marque de façon ridicule son contentement de soi.","(Familier) Celui, celle qui est fiérot. Surtout utilisé dans faire le fiérot.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9653,9654,flammé,0.0,6,mlfamé,(Technique) Qui est d’une teinte assez vive pour donner une idée de flamme.,(Rare) Pourvu d’une flamme d’oblitération.,Participe passé masculin singulier de flammer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9654,9655,flave,0.0,5,evlaf,"Jaune, jaunissant, jaunâtre, pâle.",Vocatif masculin singulier de flavus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9655,9656,fluidique,0.0,9,liefuiqdu,(Didactique) Relatif à un fluide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9656,9657,fluviatile,0.0,10,fuivilelat,Relatif aux fleuves.,"(En particulier) (Histoire naturelle) Qui vit ou pousse dans l’eau douce, en parlant de plantes et de coquillages.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9657,9658,flâneur,0.0,7,rfulenâ,Personne qui flâne.,Qui aime à ne rien faire.,"Qui ne marque aucune hâte, qui prend son temps.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9658,9659,flétrissant,0.0,11,anétftilsrs,Qui marque d’ignominie.,Participe présent de flétrir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9659,9660,follingue,0.0,9,ugflnoiel,Qui est complètement fou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9660,9661,fonctionnaliste,0.0,15,nnaiconfteitsol,Relatif au fonctionnalisme.,Partisan du fonctionnalisme.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9661,9662,fongueux,0.0,8,uexofgun,"(Médecine) Qui est de la nature du fongus, une tumeur ayant l’aspect microscopique d’une éponge ou d’un champignon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9662,9663,fouinard,0.0,8,odfinrua,"(Familier) et(Péjoratif) Aimant fouiner, curieux de ce qui concerne les autres.",Personne fouinarde.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9663,9664,foulbé,0.0,6,ufbéol,Synonyme de Peuls ou Peules.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9664,9665,fourmillant,0.0,11,fiallotunrm,Participe présent du verbe fourmiller.,Qui fourmille. Qui s’active comme les fourmis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9665,9666,fractionnel,0.0,11,nnioftlreca,De fraction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9666,9667,fragrant,0.0,8,tarnfrga,"(Rare) Odorant, d'une odeur pénétrante et suave.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9667,9668,franchissable,0.0,13,elirfhbaacnss,Qui peut être franchi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9668,9669,francophile,0.0,11,ierflaphcon,"Qui aime la France, sa culture, son histoire et/ou son peuple.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9669,9670,franque,0.0,7,eruaqfn,Féminin singulier de franc (dans le sens de « qui concerne les Francs »).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9670,9671,fricatif,0.0,8,cratifif,(Phonétique) Relatif à la frication.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9671,9672,frison,0.0,6,roisnf,(Géographie) Qui concerne ou provient de la Frise.,"(Agriculture) Qualifie une race de vaches laitières, à robe pie noire.",Qualifie une race chevaline.,"(Linguistique) Langue du groupe germanique parlée dans la province de Frise au nord des Pays-Bas, et en Allemagne au Saterland et en Frise septentrionale.",(Marine) Récipient dans lequel on conservait l’eau de boisson sur un navire.,(Métrologie) Ancienne mesure de liquide d’environ quatre litres.,"(Zootechnie) Race de cheval de parade, originaire de la Frise qui porte une robe noire de jais, dont la taille au garrot moyenne est de 1,55 à 1,66 m, apprécié pour le spectacle en raison de sa grande élégance et de son charisme : haute école, cheval de cirque, attelage, dressage, tourisme équestre.","Petite boucle de cheveux qui tombe sur le front ou sur la nuque, frisette.","Rognures de bois ou de métal produites par le rabotage, copeau utilisé dans les emballages.",Fil d’or ou d’argent utilisé dans les broderies. Note :  voir frise pour ce sens.,(Textile) Déchet de dévidage de la soie.,(Botanique) Synonyme de érodium fausse-mauve (espèce de plante).,Ondulations sur le papier marbré.,(Menuiserie) Fin copeau de bois détaché par le rabot.,"Défaut d’imprimerie consistant en un léger papillotage des lettres, qui donnent l’impression d’avoir été imprimées deux fois avec un léger décalage.",(Textile) Étoffe en laine frisée.,(Par extension) (Habillement) Jupe en ce textile.,Accusatif singulier de friso.,,,,,,,,,,,,,,,,,,,,,
9672,9673,frisottant,0.0,10,aonttsfirt,Qui frisotte.,Participe présent du verbe frisotter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9673,9674,frisotté,0.0,8,ttirfosé,Participe passé masculin singulier du verbe frisotter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9674,9675,froidasse,0.0,9,eoradfiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9675,9676,frottant,0.0,8,rntotfta,Qui frotte.,Participe présent du verbe frotter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9676,9677,fruiteux,0.0,8,tifeurux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9677,9678,frétillard,0.0,10,aélrlrftdi,(Désuet) Frétillant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9678,9679,frétillon,0.0,9,rénltliof,Personne qui nʼarrête pas de sʼagiter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9679,9680,frôleur,0.0,7,lôuerrf,"Homme qui recherche, dans les foules, les occasions de frôler les femmes.","Qui frôle, qui cherche à frôler.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9680,9681,fugué,0.0,5,fuugé,Participe passé masculin singulier de fuguer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9681,9682,funambulesque,0.0,13,suqblnmeueafu,"Relatif aux funambules et, par extension, aux tours et procédés de comique des farceurs populaires.","(Par extension) Qui est burlesque, grotesque ou extravagant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9682,9683,furonculeux,0.0,11,oefrxunuluc,"(Médecine) Qui tient du furoncle, qui se manifeste par des furoncles.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9683,9684,fusant,0.0,6,asntuf,"Qui fuse, surtout en parlant de la matière qui sert à faire des fusées ou d’autres compositions pyrotechniques.","(Militaire) Obus dont l’explosion se déroule après un temps de parcours programmé, et non à l’impact dans le cas d’un percutant.",Participe présent du verbe fuser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9684,9685,fusiforme,0.0,9,femfursio,(Didactique) Qui a la forme d’un fuseau.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9685,9686,fécondant,0.0,9,afocdnétn,Qui féconde.,Participe présent de féconder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9686,9687,fédératif,0.0,9,rédaétfif,Relatif à une fédération d’États ou de sociétés.,(Désuet) Fédéral.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9687,9688,fénelonien,0.0,10,ienonflneé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9688,9689,gabonais,0.0,8,nsagoabi,Du Gabon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9689,9690,gainé,0.0,5,inéag,Participe passé masculin singulier de gainer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9690,9691,galetteux,0.0,9,luteatexg,(Argot) Personne fortunée.,"(Argot) Riche, fortuné",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9691,9692,galicien,0.0,8,eangicil,"Langue romane parlée dans le nord-ouest de l’Espagne, notamment en Galice, proche du portugais.",Qui se rapporte à la Galice.,Qui se rapporte à la langue galicienne.,Qui se rapporte à la Galicie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9692,9693,gallican,0.0,8,ciagllan,Qui concerne l’Église catholique française.,Qui prône la limitation du pouvoir temporel du pape sur les États et les églises.,(Histoire) (Substantif de l’adjectif) Partisan des libertés de l’Église de France vis-à-vis de la papauté.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9693,9694,gallique,0.0,8,aieguqll,(Vieilli) Relatif à la Gaule et aux Gaulois.,(Chimie) Qui provient de la noix de galle.,(Chimie) Se dit des composés du gallium trivalent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9694,9695,galvanique,0.0,10,avneglqiua,(Physique) Qui a rapport au galvanisme.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9695,9696,galéjeur,0.0,8,jaréeulg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9696,9697,ganglionnaire,0.0,13,ioginealanrgn,(Anatomie) (Chirurgie) Qui a rapport aux ganglions nerveux.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9697,9698,gardois,0.0,7,soraigd,Relatif au département du Gard.,"Relatif à La Garde, commune française située dans le département des Alpes-de-Haute-Provence.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9698,9699,gastrolâtre,0.0,11,gâttseroral,(Vieilli) (Rare) Gourmand ; goinfre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9699,9700,gauchisant,0.0,10,ncgtaishua,"(Politique) (Souvent péjoratif) Qui tend vers la gauche, voire vers le gauchisme.",Participe présent du verbe gauchiser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9700,9701,gavroche,0.0,8,oaghervc,(Populaire) (Vieilli) Jeune parisien déluré.,"Gouailleur, espiègle, facétieux.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701,9702,gazier,0.0,6,iezagr,Ouvrier d’une usine à gaz.,Personne qui pose les appareils à gaz et qui les vérifie.,(Familier) Personne victime d’aérophagie.,"(Familier) Un homme, ou garçon, quelconque: un quidam, un type, un gars, un pékin, un gus, un mec.",(Marine) Navire servant à transporter du gaz naturel liquéfié dans ses citernes.,Relatif à l’industrie du gaz naturel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9702,9703,gazouilleur,0.0,11,uuiagrlzoel,Qui gazouille.,Animal ou personne (enfant) qui gazouille.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9703,9704,genevois,0.0,8,eevsnoig,(Géographie) Relatif à la ville de Genève ou aux Genevois.,(Géographie) Relatif au canton de Genève.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9704,9705,gengiskhanide,0.0,13,geihkignasedn,(Histoire) De Gengis Khan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
